Psicosis (1960);Alfred Hitchcock;1960
La piel suave  [1964];François Truffaut;1964
EL ABUELO;;1998
EL AURA;;
LA COLINA;;
LA VIDA DE LOS OTROS;;
El chico;Charles Chaplin;1921
El circo  [1928];Charles Chaplin;1928
Ace Ventura: Detective de mascotas  [1994];Tom Shadyac;1994
Alicia En El País De Las Maravillas (2010) ;Tim Burton;2010
Teléfono rojo volamos hacia Moscú  [1964];Stanley Kubrick;1964
2001. DESPEGA COMO PUEDAS;;
APOCALYPTO;Mel Gibson;2006
Doctor Zhivago  [1965];David-Lean;1965
DAME 10 RAZONES;;
La dama de Shanghai  [1947];Orson Welles;1947
EL CAMINO DE LOS INGLESES;;
EL DESAFIO DE LAS AGUILAS;;
LA AMERICANIZACION DE EMILY;;
Zodiac (2007) de David Fincher;;
El hombre que sabía demasiado (1934) ;Alfred Hitchcock;1934
Los pájaros (1963);Alfred Hitchcock;1963
La dama de Shanghai  [1947];Orson Welles;1947
Otelo  [1952];Orson Welles;1952
EL PROCESO;Orson Wells;
El caso Bourne (2002) ;Doug Liman;2002
EL MITO DE BOURNE   7.2;Paul Greengrass;2004
BRADFORD RIOTS;;
EL CAMINO DE LOS INGLESES;;
El circo  [1928];Charles Chaplin;1928
EL CABO DEL TERROR - 1962;;1962
FALLEN    (En Inglés);;
El idiota  [1951] (Sub);Akira Kurosawa;1951
DELICATESSEN;;
EL CONFORMISTA;;
EL CUERVO              (Dual);;
HANNIBAL EL ORIGEN DEL MAL;;
XAVIER GARCIA PARIS;;
Sin perdón  [1992];Clint Eastwood;1992
Repulsión  [1965];Roman Polanski;1965
Un americano en París  [1951];Vincente Minnelli;1951
Zodiac (2007) de David Fincher;;
Infiltrados;Martin Scorsese;2006
La calumnia  [1961];William Wyler;1961
DEATH PROOF;;
HIERRO 3;;
HERMANOS MARX - EL HOTEL DE LOS LIOS;;
HERMANOS MARX - EN LE OESTE;;
HERMANOS MARX - PLUMAS DE CABALLO;;
HERMANOS MARX - UN DIA EN LAS CARRERAS;;
HERMANOS MARX - UNA NOCHE EN CASABLANCA;;
HERMANOS MARX - UNA TARDE EN EL CIRCO;;
Ben-Hur (1959) ;William Wyler;1959
El coleccionista  [1965];William Wyler;1965
Horizontes de grandeza  [1958];William Wyler;1958
En bandeja de plata  [1966];Billy Wilder;1966
El hombre elefante           (ver ficha);David Lynch;
La hija de Ryan  [1970];David-Lean;1970
El piano                            (ver ficha);;
En un lugar solitario;Nicholas Ray;1950
PERSONA;Ingmar Bergman;
Vacaciones en Roma  [1953];William Wyler;1953
Buenos días  [1959];Yasujiro Ozu;1959
EL ACORAZADO POTENKIN;;1925
"OPEN DANGEROUS ""LA CASA EN LA SOMBRA""";;
La pasión de Juana de Arco  [1928];Carl Theodor Dreyer;1928
Ordet (La palabra);Carl Theodor Dreyer;1955
Llamad a cualquier puerta (1949);Nicholas Ray;1949
Posibilidad de escape  [1992];Paul Schrader;1992
LOS MEJORES AÑOS DE NUESTRA VIDA;;
Scoop (2006);Woody Allen;2006
Tierras lejanas  [1954];Anthony Mann;1954
Fausto  [1926];F.W. Murnau;1926
Cuentos de Tokio  [1953];Yasujiro Ozu;1953
He nacido, pero...  [1932];Yasujiro Ozu;1932
ON DANGEROUS GROUND;;
Carta a tres esposas  [1949];Joseph L Mankiewicz;1949
INTOLERANCIA;D.W. Griffith;
Primera victoria  [1965];Otto Preminger;1965
PICKPOCKET;Robert Bresson;
EL NACIMIENTO DE UNA NACION;D.W. Griffith;
BLOW-UP;;
SIETE DIAS DE MAYO;;
El hombre del Oeste  [1958];Anthony Mann;1958
Gertrud  [1964];Carl Theodor Dreyer;1964
Sin conciencia (1951);Raoul Walsh;1951
El forastero  [1940];William Wyler;1940
EL GATOPARDO;;
Nosferatu  [1922];F.W. Murnau;1922
IVAN EL TERRIBLE (MUDA);;
PLANET TERROR;;
PROZAC NATION;;
SUNRISE;;
Promesas del Este (AKA Promesas Peligrosas);David Cronenberg;2007
Vivir su vida  [1962];Jean-Luc Godard;1962
Los amantes de la noche (1949);Nicholas Ray;
Brigada 21  [1951];William Wyler;1951
DUELO DE TITANES;;1957
PASION CIEGA;;
RETORNO AL PASADO;Jacques Tourneur;
LA PASION DE LOS FUERTES;John Ford;
El acorazado Potemkin  [1925];Sergei M Eisenstein;1925
El sabor del sake  [1962];Yasujiro Ozu;1952
BLADE RUNNER;;
EL VIENTO;;
La huelga  [1925];Sergei M Eisenstein;1925
JUNGLA 4,0;;
LA PARADA DE LOS MONSTRUOS;;
El gran carnaval  [1951];Billy Wilder;1951
Uno, dos, tres  [1961];Billy Wilder;1961
SCARFACES - 1932;Howard Hawks;
Hombres errantes (1952) ;Nicholas Ray;
FALLEN (COMPLETA.ESPAÑOL);;
PERSEPOLIS;;
La colina de los diablos de acero  [1957];Anthony Mann;1957
Vacaciones en Roma  [1953];William Wyler;1953
VIAS CRUZADAS;;
Rio Grande (1950);John Ford;1950
Roma, ciudad abierta  [1945];Roberto Rossellini;
EL LADRON DE BAGDAD;;
GHOST WORLD;;
ONCE UPON A TIME IN THE WEST;;
Adiós a las armas (1932);Frank Borzage;1932
El rey de la comedia (1982) ;Martin Scorsese;1982
El gran desfile;King Vidor;1925
Bola de fuego (1941);Howard Hawks;1941
FELLINI, OCHO Y MEDIO;Federico Fellini;
Sólo se vive una vez  [1937];Fritz Lang;1937
JUNO;;
LA JUNGLA 4.0;;
BAJO LAS ESTRELLAS;Félix Viscarret;2007
Ahora o nunca (The Bucket List);Rob Reiner;2007
BOYS DON'T CRY;;
EL FANTASMA DEL PARAISO;;
American Gangster;Ridley Scott;2007
Ladrón de bicicletas;Vittorio de Sica;1948
EXPIACIÓN;;
El Padrino;Francis Ford Coppola;1972
El Padrino II;Francis Ford Coppola;1974
El Padrino II (1974) [Estados Unidos];Francis Ford Coppola;1974
INDIANA JOHNES  (TRILOGÍA) en DVD;Steven Spielberg;
ALICIA YA NO VIVE AQUÍ;Martin Scorsese;1974
Patrimonio nacional  [1981];Luis García Berlanga;1981
EN LA CIUDAD DE SYLVIA;;
JO, QUE NOCHE (AFTER HOUERS);;
ALGO PASA CON MARY;Bobby Farrelly;1998
Desmontando a Harry (1997);Woody Allen;1997
EL GUATEQUE;;
PUNCH-DRUNK.LOVE;;
UNA NOCHE EN LA OPERA - HNOS MARX;;
YO, YO MISMO E IRENE;;
EL PATO LUCAS;;
EL UTIMO TREN A AUSWICH;;
MIKEY MOUSE;;
AMERICAN BEAUTY;Sam Mendes;1999
Esplendor en la hierba (1961) ;Elia Kazan;1961
LOS HERMANOS KARAMAZOV;Richard Brooks;
Los cuatro jinetes del Apocalipsis  [1961];Vincente Minnelli;1961
MUERTE DE UN CICLISTA;;
Corazonada  [1982];Francis Ford Coppola;1982
Oliver Twist (2005);Roman Polanski;2005
EN TIERRA DE NADIE;;
KANDAHAR;;
PARADISE NOW;;
AMELIE;Jean-Pierre Jeunet;2001
DOS TONTOS MUY TONTOS;;
OLDBOY;;
UNA MENTE MARAVILLOSA;;
Más allá de la duda (1956);Fritz Lang;1956
El hombre tranquilo (The Quiet Man) (1952) ;John Ford;1952
EL TREN DE LAS 3.10;;
NO ES PAIS PARA VIEJOS;;
CUENTOS DE LA LUNA PALIDA DE AGOSTO;Kenji Mizoguchi;1953
Metrópolis  [1927];Fritz Lang;1927
RIFF-RAFF;Ken Loach;
CALLE MAYOR;;
LA ULTIMA PELICULA;;
Alemania, año cero  [1948];Roberto Rossellini;1948
DONDE ESTA LA CASA DE MI AMIGO;;
EN UN LUGAR DEL CORAZON;;
LA ULTIMA PELICULA. Peter Bogdanovich;;
LA VIDA DE BRIAN;;
Chinatown  [1974];Roman Polanski;1974
Un tranvía llamado deseo (1951) ;Elia Kazan;1951
EL BUSCAVIDAS;;
PHILADELPHIA;;
TOMATES VERDES FRITOS;;
Banda aparte  [1964];Jean-Luc Godard;1964
Topaz (1969) ;Alfred Hitchcock;1969
HANNIBAL;;
IN THE MOOD FOR LOVE;;
LOS MUNDOS DE CORALINE;;
La regla del juego  [1939] V.O.S.;Jean Renoir;1939
Fort Apache (Fort Apache) (1948);John Ford;1948
La legión invencible  (1949);John Ford;1949
ELOGIO DEL AMOR   V.O.S.;;
FURY;;
LA PERRA   V.O.S.;;
EL LECTOR - THE READER;Stephen Daldry;2008
El intercambio  [2008];Clint Eastwood;2008
EL LADRON DE ORQUIDEAS;;
EL NIÑO CON EL PIJAMA DE RAYAS;;
UNA JAULA DE GRILLOS;;1996
UNA JAULA DE GRILLOS;;1996
La diligencia (Stagecoach) (1939) ;John Ford;1939
INDIANA JONES Y EL REINO DE LA CALABERA;Steven Spielberg;2008
MI NOMBRE ES MILK;;
ABAJO EL PERISCOPIO;David S. Ward;1995
AGARRALO COMO PUEDAS;;
DURO DE MATAR   (j. Chan);;
IMPACTO INMINENTE    (j. Chan);;
LA EXTRAÑA PAREJA;;
SE ACABO EL PASTEL;;
ACORRALADO /RAMBO 1;Ted Kotcheff;1982
SALUDOS AMIGOS - SUD AMERICA ANIMAC DINESNEY;;
SONRISAS Y LAGRIMAS;;
THE VISITOR;;
EL MANANTIAL;King Vidor;1949
SECRETO TRAS LA PUERTA;Fritz Lang;
EL HOMBRE QUE MATÓ A LIBERTY VALANCE;John Ford;
La legión invencible  (1949);John Ford;1949
EL ARBOL DEL AHORCADO;;
EL EJERCITO DE LAS TINIEBLAS (EVIL DEAD - 3);;
Atraco perfecto  [1956];Stanley Kubrick;1956
El hombre de Laramie  [1955];Anthony Mann;1955
Cuento de primavera  [1990];Eric Rohmer;1990
El tigre de Esnapur  [1959];Fritz Lang;1959
KING LEAR;;
UN LADRON EN LA ALCOBA;;
La fiera de mi niña (1938) ;Howard Hawks;1938
EL INCREIBLE HOMBRE MENGUANTE;;
EL OCASO DEL SAMURAI;;
HAMLET, EL HONOR DE LA VENGANZA (GIBSON);;
LA MATANZA DE TEXAS 1;;
Y EL MUNDO MARCHA (The Crowd);King Vidor;1928
La bestia humana  [1938];Jean Renoir;1938
Pasión bajo la niebla (1952) ;King Vidor;1952
SECRETOS DE UN MATRIMONIO;Ingmar Bergman;
Stromboli  [1950];Roberto Rossellini;1950
Dublineses (1987) ;John Huston;1987
El juez de la horca (1972);John Huston;1972
DULCE PAJARA DE JUVENTUD;;
EL ULTIMO DE LA LISTA;;
Reflejos en un ojo dorado (1967) Director;John Huston;1967
El honor de los Prizzi (1985);John Huston;1985
La noche de la iguana (1964) Director, Guionista;John Huston;1964
LA GATA SOBRE EL TEJADO DE ZINC;Richard Brooks;
FREUD, PASION SECRETA;;
PASEO POR EL AMOR Y LA MUERTE;;
Sólo Dios lo sabe (1957) Director, Guionista;John Huston;1957
LA GRAN ILUSION;Jean Renoir;1937
La mujer crucificada  [1954];Kenji Mizoguchi;1954
Cuento de invierno  [1992];Eric Rohmer;1992
Había un padre  [1942];Yasujiro Ozu;1942
La hierba errante  [1959];Yasujiro Ozu;1959
Alias Jesse James;Norman Z. McLeod;1959
LA PRINCESA Y EL PIRATA (BOB HOPE);;
CAMINO A BALI (BOB HOPE);;
FALDAS DE ACERO (BOB HOPE);;
DOS FRESCOS EN ORBITA (BOB HOPE,BIN CROSBY);;
EL CASTILLO MALDITO (BOB HOPE);;
MORENA Y PELIGROSA (BOB HOPE);;
WHAT'S UP TIGER LILY (SUB) WOODY ALLEN;;
Almas desnudas  [1949];Max Ophüls;1949
Una mujer en la playa  [1947];Jean Renoir;1947
La tumba india  [1959];Fritz Lang;1959
LA MUJER PANTERA;Jacques Tourneur;
EUROPA 51;;
El sueño eterno (1946);Howard Hawks;1946
Tener y no tener;Howard Hawks;1944
Sólo los ángeles tienen alas (1939) ;Howard Hawks;1939
El mundo en sus manos (1952) !Faltan los 5 min. Finales!;Raoul Walsh;1952
DRÁCULA;;
El sargento York (1941);Howard Hawks;
El fugitivo (The Fugitive) (1947);John Ford;1947
EL JUEZ PRIEST;John Ford;1934
Escala en Hawai (Mister Roberts) (1955) ;John Ford;1955
La patrulla perdida (The Lost Patrol) (1934);John Ford;1934
Dos cabalgan juntos (Two Rode Together) (1961);John Ford;1961
El caballo de hierro (The Iron Horse) (1924);John Ford;1924
El precio de la gloria (1926) ;John Ford;1926
El último hurra (The Last Hurrah) (1958);John Ford;1958
Escrito bajo el sol (The wings of eagles) (1957);John Ford;1957
Hombres intrépidos (1940);John Ford;1940
La conquista del Oeste  (1962) ;John Ford;1962
La salida de la Luna (The Rising of the Moon) (1957);John Ford;1957
La taberna del irlandés (Donovan's Reef) (1963);John Ford;1963
TRES PADRINOS;John Ford;1948
Camino de la horca (1951);Raoul Walsh;1951
Los implacables (1955);Raoul Walsh;1955
Mando siniestro (1940);Raoul Walsh;1940
Rebelión en el fuerte (1954);Raoul Walsh;1954
El hidalgo de los mares (1951) ;Raoul Walsh;1951
El ladrón de Bagdad (1924) ;Raoul Walsh;1924
El pirata Barbanegra (1952);Raoul Walsh;1952
Fiebre de venganza (1953);Raoul Walsh;1953
Historia de un condenado (1953) ;Raoul Walsh;1953
Los violentos años veinte;Raoul Walsh;1939
La esclava libre (1957) ;Raoul Walsh;1957
La gran jornada (1930) Director, Guionista;Raoul Walsh;1930
Los gavilanes del estrecho (1953);Raoul Walsh;1953
Sospecha (1941);Alfred Hitchcock;1941
Pasaje a la India  [1984];David-Lean;1984
REMORDIMIENTO;Ernst Lubitsch;
La condesa descalza  [1954];Joseph L Mankiewicz;1954
MALA SANGRE;;
Atrapa a un ladrón (1955);Alfred Hitchcock;1955
Una mujer de París  [1923];Charles Chaplin;1923
VIDA DE PERRO;Charles Chaplin;1918
Sabrina  [1954];Billy Wilder;1954
Una hora contigo  [1932];Ernst Lubitsch;1932
El verdugo  [1963];Luis García Berlanga;1963
Plácido  [1961];Luis García Berlanga;1961
Cuento de otoño  [1998];Eric Rohmer;1998
El sueño de Arizona;Emir Kusturica;1992
Al final de la escapada  [1960];Jean-Luc Godard;1960
NINOTCHKA;Ernst Lubitsch;
EL DIABLO DIJO NO;Ersnt Lubitsch;
UNA MUJER PARA DOS;Ersnt Lubitsch;
La pícara puritana  [1937];Leo McCarey;1937
Carta de una desconocida  [1948];Max Ophüls;1948
Eva al desnudo  [1950];Joseph L Mankiewicz;1950
La gran ilusión;Jean Renoir;1937
Hiroshima, mon amour  [1959];Alain Resnais;1959
El hombre tranquilo (The Quiet Man) (1952) ;John Ford;1952
Los viajes de Sullivan;;
La condesa descalza  [1954];Joseph L Mankiewicz;1954
Balas sobre Broadway (1994);Woody Allen;1994
Acordes y desacuerdos (1999);Woody Allen;1999
Sombras y niebla (1992);Woody Allen;1992
La loba  [1941];William Wyler;1941
LA MUJER MARCADA;;
¿Qué fue de Baby Jane?;Robert Aldrich;1962
Fat City, ciudad dorada (1972) ;John Huston;1972
El año pasado en Marienbad  [1961];Alain Resnais;1961
La sombra de una duda (1942);Alfred Hitchcock;1942
LOS INÚTILES;Federico Fellini;
CANCION DE CUNA PARA UN CADAVER;;
¡Jo, qué noche! (After Hours);Martin Scorsese;1985
Duelo al sol (1946);King Vidor;1946
Ladrón de bicicletas;Vittorio de Sica;1948
Metrópolis  [1927];Fritz Lang;1927
RIFF-RAFF;Ken Loach;
Johnny Guitar (1954) ;Nicholas Ray;1954
HISTOIRE(S) DU CINÉMA 1988-1998;;
Capricho imperial  [1934];Josef von Sternberg;1934
El expreso de Shanghai  [1932];Josef von Sternberg;1932
LA LEY DEL HAMPA (UNDERWORLD) ;Josef von Sternberg;1927
Los muelles de Nueva York  [1928];Josef von Sternberg;1928
Marruecos  [1930];Josef von Sternberg;1930
Bajos fondos  [1957];Akira Kurosawa;1957
EL ESTRANGULADOR DE BOSTON;Richard Fleischer;
MANOS PELIGROSAS;Samuel Fuller;
Octubre  [1927];Sergei M Eisenstein;1927
El enemigo público  [1931];William A. Wellman;1931
El talento de Mr. Ripley  [1999];Anthony Minghella;1999
EL HOMBRE DE ALCATRAZ (High Quality);;
EL REY PESCADOR (High Quality);Terry Gilliam;1991
EL BUEN PASTOR (High Quality);;2006
Heat (1995);Michael Mann;1995
ACCIÓN CIVIL;Steven Zaillian;1998
Bananas (1971);Woody Allen;1971
ÉL de Luis Buñuel;Luis Buñuel;
DETECTIVE PRIVADO;;
FROM HELL;;
Hannah y sus hermanas (1986);Woody Allen;1986
Almas desnudas  [1949];Max Ophüls;1949
EL DEMONIO DE LAS ARMAS;Joseph H. Lewis;
EL PLACER;Max Ophüls;
La Ronda  [1950];Max Ophüls;1950
Madame de...  [1953];Max Ophüls;1953
Bajos fondos  [1957];Akira Kurosawa;1957
Lola Montes  [1955];Max Ophüls;1955
MANOS PELIGROSAS;Samuel Fuller;
El enemigo público  [1931];William A. Wellman;1931
DRÁCULA, PRÍNCIPE DE LAS TINIEBLAS;;
Vidas rebeldes (the misfits);John Huston;1961
Winchester 73  [1950];Anthony Mann;1950
CUANDO UNA MUJER SUBE LA ESCALERA;Mikio Naruse;
Cielo amarillo  [1948];William A. Wellman;1948
YO TE SALUDO MARÍA;;
TODOS NOS LLAMAMOS ALÍ;;
Tabú  [1931];F.W. Murnau;1931
FACES;John Cassavetes;1968
SUSPENSE (THE INNOCENTS);;
UN EXTRAÑO EN MI VIDA;;
VAMPYR;;
El déspota  [1954];David-Lean;1954
El delator (The Informer) (1935) ;John Ford;1935
UN CONDENADO A MUERTE SE HA ESCAPADO;Robert Bresson;
DRÁCULA 1958 de Terence Fisher;;
DUELO EN LA ALTA SIERRA;;
MUERTE EN VENECIA;;
LANCELOT DU LAC;Robert Bresson;
VEREDICTO FINAL;Sidney Lumet;
JENNIE;William Dieterle;
INDIA SONG;;
LAS MARGARITAS;;
Alphaville (Lemmy contra Alphaville);Jean-Luc Godard;1965
Pierrot, el loco  [1965];Jean-Luc Godard;1965
AGUIRRE, LA COLERA DE DIOS;Werner Herzog;1972
Muriel  [1963];Alain Resnais;1963
PRENOM CARMEN;Jean-Luc Godard;
¿ALGUIEN HA VISTO A MI CHICA?;Douglas Sirk;1952
EXTRAÑA CONFESIÓN;;
MÁS FUERTE QUE LA LEY;;
TEMPESTAD EN LA CUMBRE;;
ÁNGELES SIN BRILLO;Douglas Sirk;1957
ESCRITO SOBRE EL VIENTO;Douglas Sirk;
SIEMPRE HAY UN MAÑANA;Douglas Sirk;
SÓLO EL CIELO LO SABE;Douglas Sirk;
SU GRAN DESEO;Douglas Sirk;
Tres colores Blanco (1994);Krzysztof Kieslowski;1994
Increible, pero falso;Ricky Gervais;2009
Prisionero del Odio (The prisoner of Shark Island);John Ford;1936
El puente de Waterloo;Mervyn LeRoy;1940
El evangelio segun San Mateo;Pier Paolo Pasolini;1964
El carnaval de las almas;Herk Harvey;1962
Bajos fondos (Underworld U.S.A.);Samuel Fuller;1961
Campanadas a medianoche;Orson Welles;1965
CARRETERA ASFALTADA EN DOBLE SENTIDO;;1963
El Romance de Charlot;Charles Chaplin;1930
El malvado Zaroff;Irving Pichel;1932
El talento de Mr. Ripley;Anthony Minghella;1999
La noche de los girasoles;J. Sánchez-Cabezudo;2006
Rojos (REDS);Warren Beatty;1981
Fausto;F.W. Murnau;1926
Tres colores Rojo;Krzysztof Kieslowski;1994
Elling;Petter Naess;2001
Tiempo de amar, tiempo de morir (Obra maestra) ;Douglas Sirk;1958
Himno de batalla;Douglas Sirk;1957
Abbott y Costello: Conocen a Frankestein;Kelsey Grammer;1940
Abbott y Costello: En Hoollywod;;1940
El último ;F.W. Murnau;1924
Tartufo o el hipócrita;F.W. Murnau;1926
Tres hombres malos (Muda-sub);John Ford;1926
La trama;Alfred Hitchcock;1976
Ágora ;Alejandro Amenábar;2009
Corazón rebelde (Crazy Heart);Scott Cooper;2009
Easy Reader;Dennis Hopper;1969
Sherlock Jr. ;Buster Keaton;1924
Objetivo: Birmania;Raoul Walsh;1945
El secreto de sus ojos;Juan José Campanella;2009
Gertrud  [1964];Carl Theodor Dreyer;1964
Qué bello es vivir!  [1946];Frank Capra;1946
El increíble hombre menguante;Jack Arnold;1957
Batallón perdido (incompleta);Russell Mulcahy;2001
El Enigman;Jeannot Szwarc;1983
American Gangster  (H. Q.);Ridley Scott;2007
Infiltrados (H.Q.);Martin Scorsese;2006
Amarcord (Mis Recuerdos);Federico Fellini;1974
Johnny cogió su fusil;Dalton Trumbo;1971
F.B.I. contra el imperio del crimen;Mervyn LeRoy;1959
El indomable Will Hunting;Gus Van Sant;1997
Aquel maldito tren blindado;Enzo G. Castellari;1978
Batman (1966);Leslie H. Martinson;1966
Bill, qué grande eres;John Ford;1950
Tres hombres malos (INGLES);John Ford;1926
Los corceles de fuego;Sergei Parajanov (AKA Serguei Paradjanov) ;1964
Manos peligrosas;Samuel Fuller;1953
Río arriba (Up the river) INGLES;John Ford;1930
El Colegial;B. Keaton;1927
La ley del silencio;Elia Kazan;1954
La cinta blanca;Michael Haneke;2009
Castillos en la arena;Vincente Minnelli;1965
El Gran Flamarion;Anthony Mann;1945
Vida en sombras;Lorenzo Llobet-Gràcia;1948
Río Lobo;Howard Hawks;1970
Bonnie & Clyde;Arthur Penn;1967
El escritor (The Ghost Writer);Roman Polanski;2010
Yo anduve con un Zombie;Jacques Tourneur;1943
Tabú;F.W. Murnau;1931
El gabinete del doctor Caligari;Robert Wiene;1920
BLAST OF SILENCE;Allen Baron;1961
Duelo al sol (1946);King Vidor;1946
EL DORADO;Howard Hawks;1966
MADRE;Mikio Naruse;1952
EL SALARIO DEL MIEDO;H.G. Clouzot;1953
CARO DIARIO;Nanni Moretti;
MARTY;Delbert Mann;1955
RIO BRAVO;Howard Hawks;1959
AMANECER;F.W. Murnau;
EL SOL SIEMPRE BRILLA EN KENTUCKY;John Ford;1953
CORAZONES INDOMABLES;John Ford;1939
Huracán sobre la Isla;John Ford;1937
NO ERAN IMPRESCINDIBLES;John Ford;1945
DOCTOR BULL;John Ford;1933
SIETE MUJERES;John Ford;1966
PASAPORTE A LA FAMA;John Ford;1935
Pilgrimage;John Ford;1933
MAR DE FONDO;John Ford;
CLANDESTINO Y CABALLERO;Fritz Lang;1946
SOLO SE VIVE UNA VEZ;Fritz Lang;1937
EL MINISTERIO DEL MIEDO;Fritz Lang;1944
ESPÍRITU DE CONQUISTA;Fritz Lang;1941
EL TESTAMENTO DEL DR. MABUSE;Fritz Lang;1933
FURIA;Fritz Lang;1936
GARDENIA AZUL;Fritz Lang;1953
JORNADA DESESPERADA;Raoul Walsh;1942
EL ÚLTIMO REFUGIO;Raoul Walsh;1941
ESTHER Y EL REY;Raoul Walsh;1960
EL BESO DE LA MUERTE;Henry Hathaway;1947
MURIERON CON LAS BOTAS PUESTAS;Raoul Walsh;1941
LA VENGANZA DE FRANK JAMES;Fritz Lang;1940
LA PELIRROJA;Raoul Walsh;1941
LA REBELDÍA DE LA SRA. STOVER;Raoul Walsh;1956
AGUAS PANTANOSAS;Jean Renoir;1941
EL TESTAMENTO DEL DR. CORDELIER;Jean Renoir;1959
Boudu salvado de las aguas;Jean Renoir;1932
EL CRIMEN DEL SEÑOR LANGE;Jean Renoir;1936
EL SUREÑO;Jean Renoir;1945
AVE DEL PARAÍSO;King Vidor;1932
CAMARADA X;King Vidor;
CENIZAS DE AMOR;King Vidor;
BIG BROWN EYES;Raoul Walsh;1936
LA PASIÓN CIEGA;Raoul Walsh;1940
MI CHICA Y YO;Raoul Walsh;1932
SADIE THOMPSON;Raoul Walsh;1928
ELENA Y LOS HOMBRES;Jean Renoir;1956
FRENCH CANCAN;Jean Renoir;1955
EL ASESINO POETA;Douglas Sirk;
EL CAMPEÓN;King Vidor;
LOS BAJOS FONDOS;Jean Renoir;1936
LA NUIT DU CARREFOUR (LA NOCHE DE LA ENCRUCIJADA);Jean Renoir;1932
LA HABANERA;Douglas Sirk;
ORGULLO DE RAZA;Douglas Sirk;
LA MUJER EN LA LUNA;Fritz Lang;
PASIÓN BAJO LA NIEBLA;King Vidor;1949
ON PURGE BEBE (LA PURGA DEL BEBÉ);Jean Renoir;1931
ORGULLO DE RAZA;Douglas Sirk;
RAZA DE VIOLENCIA;Douglas Sirk;
SLEEP MY LOVE;Douglas Sirk;
STREET SCENE;King Vidor;
TEMPESTAD EN LA CUMBRE;Douglas Sirk;
SU JUEGO FAVORITO;Howard Hawks;
TOBACCO ROAD;John Ford;
STELLA DALLAS;King Vidor;
UNA ENCUESTA LLAMADA MILAGRO;;
TONI;Jean Renoir;1935
TOSCA;Jean Renoir;1941
UNA TROMPETA LEJANA;Raoul Walsh;1964
LA GOLONDRINA CAUTIVA;;
FILM DE FRITZ LANG;Fritz Lang;
A propósito de Schmidt;;
CUANDO MENOS TE LO ESPERAS;;
EJECUTIVO AGRESIVO;;
MEJOR IMPOSIBLE;;
EL CABALLERO OSCURO;Christopher Nolan;
FRENCH CONNECTION;William Friedkin;1971
EL SUBMARINO;Wolfgang Petersen;1981
EL AMERICANO;;
LA VIDA DE LOS OTROS H.Q.;;
MICHAEL CLAYTON;Tony Gilroy;2007
MEDIANOCHE EN EL JARDÍN DEL BIEN Y DEL MAL;Clint Eastwood;1997
TRAIDOR EN EL INFIERNO;Billy Wilder;1953
ÚNICO TESTIGO;Peter Weir;1985
HATARI - Parte 1,2,3 y 4 -;Howard Hawks;
HATARI - Parte 5,6,7 y 8 -;Howard Hawks;
LE LIT DE LA VIERGE;Philip Garrel;1969
UN VIAJE PERSONAL CON MARTIN SCORSESE A TRAVÉS DEL CINE AMERICANO;Martin Scorsese (En Inglés);1995
LA BRIGADA SUICIDA;Anthony Mann;1947
BAHÍA NEGRA;Anthony Mann;1953
COLORADO JIM;Anthony Mann;1953
MEN IN WAR (LA COLINA DE LOS DIABLOS DE ACERO);Anthony Mann;1957
DOS EN LA OSCURIDAD;Anthony Mann;1945
LA HORA DEL LOBO;Ingmar Bergman;1967
BARCO A LA DERIVA;John Ford;1935
BUENOS AMIGOS;John Ford;1920
EL DOCTOR ARROWSMITH;John Ford;1931
THE BATTLE OF MIDWAY (18min.);John Ford;1942
NUBES DISPERSAS;Mikio Naruse;1967
CIMARRÓN;Anthony Mann;1960
CUATRO PÁGINAS DE LA VIDA;Howard Hawks-Henry King;1952
A GEISHA;Kenji Mizoguchi;
MÚSICA Y LÁGRIMAS;Anthony Mann;1953
LOS CABALLEROS LAS PREFIEREN RUBIAS;Howard Hawks;1953
LADY MUSASHINO;Kenji Mizoguchi;1951
LOS IMPLACABLES;Raoul Walsh;1955
NACE UNA CANCIÓN;Howard Hawks;1948
GENTLEMAN JIM;Raoul Walsh;1942
RÍO DE PLATA;Raoul Walsh;1948
BLACK HAWK DERRIBADO;Ridley Scott;2001
LA NOCHE DE LOS GENERALES;Anatole Litvak;1966
BOBBY;Emilio Estevez;2006
NETWORK, UN MUNDO IMPACABLE;Sidney Lumet;1976
WATERLOO;Sergei Bondarchuk;1970
LA VÍA LÁCTEA;Leo McCarey;1936
TOP HAT (SOMBRERO DE COPA);Mark Sandrich;1935
EL COLOR PÚRPURA;Steven Spielberg;1995
AIR FORCE;Howard Hawks;1943
LA NOVIA ERA ÉL;Howard Hawks;1949
RÍO DE SANGRE;Howard Hawks;1952
RÍO ROJO;Howard Hawks;1948
MÁS ALLÁ DE LAS LÁGRIMAS;Raoul Walsh;1955
UNA MUJER BAJO LA INFLUENCIA (VOSE);John Cassavetes;1974
EL MUNDO EN SUS MANOS;Raoul Walsh;1952
LOS PUENTES DE MADISON;Clint Eastwood;1995
ROMA;Federico Fellini;1972
UN CRIMEN POR HORA;John Ford;1958
LEÓN, EL PROFESIONAL;Luc Besson;1994
CARAVANA DE PAZ;John Ford;1950
CUATRO HOMBRES Y UNA PLEGARIA;John Ford;1938
CUNA DE HEROES;John Ford;1955
EL JOVEN LINCOLN;John Ford;1939
MARIA ESTUARDO;John Ford;1936
TRES HOMBRES MALOS;John Ford;1926
